inline-comment-id,# Comment,Question,Main Question,Final Label
ad73f192_3b9effad,146,"shouldn't this just be a failure? if the ioctl failed for some reason, why do i think i can write these blocks? why not just error out?
","if the ioctl failed for some reason, why do i think i can write these blocks?",criticism
ad73f192_3b9effad,147,"shouldn't this just be a failure? if the ioctl failed for some reason, why do i think i can write these blocks? why not just error out?
",why not just error out?,suggestion
90e3a61e_db483f92,148,"Make it a KnownBug, as mentioned in the bug report?
","Make it a KnownBug, as mentioned in the bug report?",suggestion
adecd1ce_b036f691,149,"What is the private method for?
",What is the private method for?,request for rationale
9eb57afa_3c35f1e2,150,"Yes, but what about log. What is the difference between parse and read. Why parsing exception print failed to read?
",What is the difference between parse and read.,request for information
9eb57afa_3c35f1e2,151,"Yes, but what about log. What is the difference between parse and read. Why parsing exception print failed to read?
",Why parsing exception print failed to read?,request for clarification
1867e20f_f8493183,152,"why is this necessary ?
",why is this necessary ?,request for rationale
3837466d_a1cd3e2b,153,"What other errors do you expect? Otherwise, check for OOM explicitly (there is an Assert..., I believe)?
",What other errors do you expect?,request for information
3837466d_a1cd3e2b,154,"What other errors do you expect? Otherwise, check for OOM explicitly (there is an Assert..., I believe)?
","Otherwise, check for OOM explicitly (there is an Assert..., I believe)?",suggestion
0465c2c3_d70a33ea,155,"static_assert(1 << TIMES_4 == sizeof(mirror::CompressedReference<mirror::Object>) ?
",static_assert(1 << TIMES_4 == sizeof(mirror::CompressedReference<mirror::Object>) ?,suggestion
691737fc_98373918,156,"can this be null?
",can this be null?,request for confirmation
d683721b_d4ff011b,157,"But the next line will use a null rssupportPath. Is that going to work at all?
",Is that going to work at all?,request for opinion
253496db_d3d2e324,158,"Do these do anything?  COuldn't you put them in the super class?
",Do these do anything?,request for clarification
253496db_d3d2e324,159,"Do these do anything?  COuldn't you put them in the super class?
",COuldn't you put them in the super class?,suggestion
7da46cba_598d17b0,160,"did you want to mention the github thing?
",did you want to mention the github thing?,request for confirmation
7cd6320e_e020e294,161,"Can we create a helper function for this and move the long comment there? (Instead of replicating it 4 times.)
",Can we create a helper function for this and move the long comment there?,suggestion
8ed1ec8e_88bfd7d2,162,"Do you really want to return the address of a local variable here?
",Do you really want to return the address of a local variable here?,criticism
a8aea9f7_2d4186fc,163,"Shouldn't we always expect to have some results in this function?
",Shouldn't we always expect to have some results in this function?,request for confirmation
f48a499e_dd798be3,164,"Why are the arguments passed by value instead of by reference?  (Ditto for StringReferenceValueComparator.)
",Why are the arguments passed by value instead of by reference?,request for rationale
5f06e49f_cb74e95e,165,"I'm pretty sure this check invokes undefined behavior. Have you verified that this check still works? GCC has been known to remove these checks: 
https://lwn.net/Articles/278137/

I also don't see -frwapv in the upstream make files so I would verify that the check is still there after compilation, via reading assembly or specifically making a test case to test this.
",Have you verified that this check still works?,request for confirmation
683a0757_3be637ab,166,"include order? Seems very mixed in this file?
",include order?,suggestion
683a0757_3be637ab,167,"include order? Seems very mixed in this file?
",Seems very mixed in this file?,criticism
91ff6d6b_f26c089f,168,"Why is the difference between reset and ctor? May be we can do something like JSession() { ... reset(); ... }; ?
",Why is the difference between reset and ctor?,request for rationale
91ff6d6b_f26c089f,169,"Why is the difference between reset and ctor? May be we can do something like JSession() { ... reset(); ... }; ?
",May be we can do something like JSession() { ... reset(); ... }; ?,suggestion
706bd79b_e8cafb69,170,"no, acts.utils is taken.
what about libs?
",what about libs?,suggestion
d6f9dbd6_8ab02f4f,171,"What is PRIVATE_DEPS? It doesn't seem to be used.
",What is PRIVATE_DEPS?,request for information
eb3b56ab_f313c861,172,"what's the exact format? can that be added somewhere in the code (e.g., as a comment)?
",what's the exact format?,request for information
eb3b56ab_f313c861,173,"what's the exact format? can that be added somewhere in the code (e.g., as a comment)?
","can that be added somewhere in the code (e.g., as a comment)?",request for action
6b3926b8_c810ab07,174,"Can we re-add selected renderer?
",Can we re-add selected renderer?,suggestion
4654620e_a9249976,175,"are DisconnectCode and PreciseDisconnectCode coming from the same range (CallFailCause)?

Do we need both
",are DisconnectCode and PreciseDisconnectCode coming from the same range (CallFailCause)?,request for information
fc96c7c7_5c82dd4d,176,"executable?
",executable?,criticism
a6ec3e0b_d445b28b,177,"Can this get a doc string?
",Can this get a doc string?,suggestion
AAAA7H%2F%2F%2FmQ%3D,178,"PAGE_ALIGN?
",PAGE_ALIGN?,suggestion
AAAA%2B3%2F%2F5Oo%3D,179,"Do you want to reset max_entries here too to force a re-read of the configuration value the next time the cache is used?
",Do you want to reset max_entries here too to force a re-read of the configuration value the next time the cache is used?,request for confirmation
AAAA%2Fn%2F%2F%2Fmo%3D,180,"Should there be a question mark at the end of that list?
",Should there be a question mark at the end of that list?,suggestion
RWkiXH-s,181,"can arm use ioremap here too?
",can arm use ioremap here too?,suggestion
AAAIrn%2F%2F%2F9A%3D,182,"Isn't the case that you illustrated (0.9ms being decremented as 0) applicable in both solutions? Yes, the solution you offered ensures that the loop doesn't spend time on the extra instruction sets (resetting bedtime), however it does risk an Long overflow [long bedtime = SystemClock.uptimeMillis() + duration;] and could cause an early exit from the loop (should the wait be interrupted), although it might not happen often. Considering this as well, which solution would you prefer?
",Isn't the case that you illustrated (0.9ms being decremented as 0) applicable in both solutions?,rhetorical question
AAAIrn%2F%2F%2F9A%3D,183,"Isn't the case that you illustrated (0.9ms being decremented as 0) applicable in both solutions? Yes, the solution you offered ensures that the loop doesn't spend time on the extra instruction sets (resetting bedtime), however it does risk an Long overflow [long bedtime = SystemClock.uptimeMillis() + duration;] and could cause an early exit from the loop (should the wait be interrupted), although it might not happen often. Considering this as well, which solution would you prefer?
","Considering this as well, which solution would you prefer?",request for opinion
AAAJ9H%2F%2F%2FMk%3D,184,"Did I ever mention how much I like this font? Not.
",Did I ever mention how much I like this font?,rhetorical question
AAAKg3%2F%2F%2FEM%3D,185,"Will update copywright year for all *awk file in the same directory.
",Will update copywright year for all *awk file in the same directory.,action
AAALvH%2F%2F%2Bgw%3D,186,"Wouldn't all these actually break a user's phone functionality?
",Wouldn't all these actually break a user's phone functionality?,request for confirmation
RrrQCYMc,187,"Is this called from somewhere? If not, remove. Same for getVerticalContents below
",Is this called from somewhere?,request for information
a7aa05ea_de8983eb,188,"need a better name for this api than do_
Since it's only used for shrinking, what about ion_heap_freelist_shrink?
","need a better name for this api than do_
Since it's only used for shrinking, what about ion_heap_freelist_shrink?",suggestion
24bf01e0_5ddf8b1d,189,"Couldn't this be handled in Android.mk with proper -I foo ?

e.g. include ""btm_int.h"" with -I{$ROOT)/stack/btm
",Couldn't this be handled in Android.mk with proper -I foo ?,suggestion
8526e7f6_ca64a3ed,190,"Should this be final ?
",Should this be final ?,discarded
dca7d921_abd8c997,191,"so i'm just realizing that SSLSocket in general doesn't have a working setEndpointIdentificationAlgorithm orgetEndpointIdentificationAlgorithm, but instead ones that throw. is that really true? sigh.
",is that really true?,request for confirmation
1926e3b5_70b20e7d,192,"prefer 'accessible == JNI_FALSE' ?
",prefer 'accessible == JNI_FALSE' ?,suggestion
f97e6f24_7315cf59,193,"So currently the default is actually that both are set. Are you going to change the default behavior? or expect most 64-bit devices to set both?
",Are you going to change the default behavior?,request for information
f97e6f24_7315cf59,194,"So currently the default is actually that both are set. Are you going to change the default behavior? or expect most 64-bit devices to set both?
",or expect most 64-bit devices to set both?,hypothetical scenario
5fc5a077_f95af762,195,"Should this evolve to be a RenderScript version check?
",Should this evolve to be a RenderScript version check?,request for opinion
7ffd0472_1546d6df,196,"Could you name this something that indicates it concatenates the supplied KeyManagers with the defaults? Maybe something lame like ""createWithAdditionalKeyManagers""
",Could you name this something that indicates it concatenates the supplied KeyManagers with the defaults?,request for action
1630777d_19334f2d,197,"Not sure I understand this comment. Could you expand?
",Could you expand?,request for action
306bc3de_d4342d13,198,"would it be appropriate to construct this node with a null user and treeModel?
",would it be appropriate to construct this node with a null user and treeModel?,suggestion
d038a85e_7baeec2b,199,"Where are these entries populated?
",Where are these entries populated?,request for information
fa582b71_c0d012d8,200,"Can you please add:
 && !AndroidPlugin.isGuiTestingMode()

The UI tests set the SDK path, but it happens after this wizard is shown.

Or, if you prefer, submit the CL as it is and I'll add that code in a separate CL.

Thanks.
","Can you please add:
 && !",request for action
9aa64fd2_5fce6b3d,201,"Longer term I would love to see us creating each SDK lazily rather than updating *all* SDKs here. Is the issue that we have no place to hang the jdk while we wait? 

For example, let's say that setting the SDK did just that: it records where the SDK directory is located, along with the JDK. When later during Gradle sync we discover that a project wants android-17, *then* we create an IntelliJ SDK which maps to android-17. The set of SDKs gets filled in lazily (and I'm willing to bet most developers actively only use one or two SDKs *for compilation* even though they may have a much larger set of SDKs installed (for running emulators on older versions etc.)
",Is the issue that we have no place to hang the jdk while we wait?,request for confirmation
7a1a7bb5_8c82cb8d,202,"Move this down?
",Move this down?,suggestion
6e29e184_577266d2,203,"The comment 'Needs to be before since it accesses the runtime' made no sense to me. What needs to be before what since what accesses the runtime?

Perhaps I could clarify the comment: class_path_files_ and opened_dex_files_ must be deleted before the runtime because ~Runtime tears down MemMap which is needed by ~DexFile, and LogCompletionTime before ~Runtime because LogCompletionTime accesses the runtime.
",What needs to be before what since what accesses the runtime?,criticism
4b408f75_bdb1bf04,204,"not just that, i wanted to pass std::string to readLocale as well, which would mean a bit more pain down the line.

i don't really like the String8 API, it's crufty and inconsistent in its behaviour but it's also very widely used.

(why on earth does a String class have methods like getBasePath and convertResToPath..aaargh)
",(why on earth does a String class have methods like getBasePath and convertResToPath.,anger
86e9acd1_a2dedadf,205,"Why isn't this always done, even if we had to set the type bit first?
","Why isn't this always done, even if we had to set the type bit first?",criticism
1787a8d2_41c712e1,206,"I think there's even more to this.  Fusion candidates may have ctxt and/or z kernel arguments -- and may have dimensions other than x, y, z.  The fusion code appears to assume that 1 dimension means x and 2 dimensions means x and y; but this is not necessarily true.  Are there other places -- aside from fusion -- where script groups need to be taught about ctxt, z, and non x/y/z dimensions?
","Are there other places -- aside from fusion -- where script groups need to be taught about ctxt, z, and non x/y/z dimensions?",request for information
d080bec6_0efe0a32,207,"what do 'type' and 'config' mean?
",what do 'type' and 'config' mean?,request for clarification
10089662_50beacc5,208,"Maybe check that there is no other barrier?
",Maybe check that there is no other barrier?,suggestion
500f6eb1_ea5d677f,209,"Maybe add a quick comment about what this new method does?
",Maybe add a quick comment about what this new method does?,suggestion
ad24d1ad_d63f7a84,210,"why is that nor xorq?
",why is that nor xorq?,request for rationale
79c9c09b_364e36ba,211,"Remove this as well?
",Remove this as well?,suggestion
38858659_05e20219,212,"Could you make this an argument rather than a global?
",Could you make this an argument rather than a global?,suggestion
0ddfa2f3_83050e87,213,"Is this intentional to disable the C++ exceptions?
",Is this intentional to disable the C++ exceptions?,request for rationale
4a2a60c0_c9231157,214,"Shouldn't you swap lines 936 and 937 for the test in lines 950â€“951 to be correct (e.g., when the strings' length is 4 characters)?
","Shouldn't you swap lines 936 and 937 for the test in lines 950â€“951 to be correct (e.g., when the strings' length is 4 characters)?",suggestion
04806112_06b7afbd,215,"adb_trace_init() is called from both client and daemon, that is why I let it be. Was your intention to only record it in the case of the server?
",Was your intention to only record it in the case of the server?,request for confirmation
44141a88_cd104117,216,"Is it possible to use get_bootloader_message instead?
",Is it possible to use get_bootloader_message instead?,suggestion
b6d35d95_1b9deb30,217,"Good point will add comment.

isatty() works, but GENERIC_READ is required for GetConsoleMode() unfortunately, as well as GetConsoleScreenBufferInfo(), so I don't think there's any way around it if we're going to do the full check. Messing with the unit test verifies that opening a console without GENERIC_READ causes it to always fail.

Do you think this will be a problem? It seems that STDxxx_FILENO all work in my testing so it seems like they have GENERIC_READ access by default.
",Do you think this will be a problem?,request for confirmation
b69b5e8c_a1be7e20,218,"Would it make sense to reiterate here that the platform and NDK versions of gcc are now the same? Just to avoid any misunderstandings, maybe.
",Would it make sense to reiterate here that the platform and NDK versions of gcc are now the same?,suggestion
5b2a4b7b_71ffb259,219,"Acting on Pressed rather than Clicked is a change.
It's probably OK. What do you think?

(Normally, Pressed is generated when the key is pressed, and Released and Clicked are generated when it is released.
If you press and move off a button, though, you get Pressed and Released, but not Clicked.)
",What do you think?,request for opinion
1bea93c4_c233e636,220,"Unfortunately, LANDSCAPE is by definition 270 degrees clockwise, and I think ordering by increasing degrees is more desirable. There's really no canonical order with the labels.

Do you suggest we translate clockwise degrees to counterclockwise degrees as we read the skins? I think it would get confusing to have to deal with clockwise and counterclockwise degrees.
",Do you suggest we translate clockwise degrees to counterclockwise degrees as we read the skins?,request for confirmation
9d9da072_e549be31,221,"I don't see this was a previous TODO. Can you please do the usual process? (Create a bug, use TODO(bugnumber), have a summary description here about what needs to be done, a lengthier description in the bug, etc.)
",Can you please do the usual process?,request for action
02e4ed24_6c287b62,222,"can this be NULL?
",can this be NULL?,request for clarification
4277c50e_7a0c818b,223,"Where is it triggering? We're building with -Wformat=2 these days. Although Android's BoringSSL is a little behind, so that might be why. (Rolling forward would be nice. There's some changes I'm waiting to roll in so I can get Conscrypt to stop messing with our private structs.)
",Where is it triggering?,request for information
eb4c1a16_fe0e7d8b,224,"This also conflicts with http://r.android.com/214930.  Will rebase after, see if pylint still complains about the return statement.
","Will rebase after, see if pylint still complains about the return statement.",action
43d9983d_5ffdeb76,225,"Multicatch ?
",Multicatch ?,suggestion
b6ff0722_1b42bb60,226,"ping?
",ping?,suggestion
56832b87_7bfb1141,227,"add

LOCAL_C_INCLUDES += \
  system/tools/hidl \

?
","add

LOCAL_C_INCLUDES += \
  system/tools/hidl \

?",suggestion
0b60aa87_1a558deb,228,"Yes. But what does ""thread safe"" mean? Particularly when it comes to constructors that doesn't seem to be 100% clear. Is a simple class without static or external data, in which all non-constructor methods are synchronized, ""thread-safe""? Or does the constructor have to use a synchronized(this) block?
","But what does ""thread safe"" mean?",request for information
0b60aa87_1a558deb,229,"Yes. But what does ""thread safe"" mean? Particularly when it comes to constructors that doesn't seem to be 100% clear. Is a simple class without static or external data, in which all non-constructor methods are synchronized, ""thread-safe""? Or does the constructor have to use a synchronized(this) block?
","Is a simple class without static or external data, in which all non-constructor methods are synchronized, ""thread-safe""?",request for confirmation
0b60aa87_1a558deb,230,"Yes. But what does ""thread safe"" mean? Particularly when it comes to constructors that doesn't seem to be 100% clear. Is a simple class without static or external data, in which all non-constructor methods are synchronized, ""thread-safe""? Or does the constructor have to use a synchronized(this) block?
",Or does the constructor have to use a synchronized(this) block?,request for confirmation
4b2aa261_3d228314,231,"Could we slowly deprecate the ""net_bt_stack"" GID and replace it with the ""bluetooth"" GID?  It doesn't really have much to do with ""networking"".
","Could we slowly deprecate the ""net_bt_stack"" GID and replace it with the ""bluetooth"" GID?",suggestion
d0e00315_ccec0ff5,232,"Iface?
",Iface?,suggestion
0b28aa68_a6cf3b7c,233,"this directory only contains files, right? Not symlinks, socket files, nor fifos.

Can we move notdevfile_class_set to just ""file""?
","this directory only contains files, right?",request for confirmation
0b28aa68_a6cf3b7c,234,"this directory only contains files, right? Not symlinks, socket files, nor fifos.

Can we move notdevfile_class_set to just ""file""?
","Can we move notdevfile_class_set to just ""file""?",suggestion
1cb0fabd_a684e6be,235,"Could you make this destruct after `hs`? It will be a more interesting test. The current setup should have worked before as well.
",Could you make this destruct after `hs`?,request for action
AAAA0n%2F%2F%2FCo%3D,236,"The actual implementation of this function needs to know the address type. 

One way to find that out would be to invoke inet_pton() function with the address string and first argument set to AF_INET. If that returns 1, we know its an IPv4 address. If it returns 0 we can try the same function with AF_INET6 to check if it is an IPv6 address. Is there a better way?
",Is there a better way?,request for opinion
AAABAn%2F%2F%2FF8%3D,237,"Can you clarify what you mean?
",Can you clarify what you mean?,request for clarification
AAACCX%2F%2F%2F40%3D,238,"Should this return ssize_t?
",Should this return ssize_t?,request for confirmation
AAAEZn%2F%2F%2F%2FA%3D,239,"We should set that flag when the device is mounted too.
Rename to setMountOperationInProgress?
",Rename to setMountOperationInProgress?,suggestion
PDtoK8yg,240,"Why should this file be in a separate library?
Should rild itself have need to use the functions here, it'll have to link to the library. Will not that make it accessible to ril implementations anyway? Or is this expected to be used outside of the context of rild?
",Why should this file be in a separate library?,request for rationale
PDtoK8yg,241,"Why should this file be in a separate library?
Should rild itself have need to use the functions here, it'll have to link to the library. Will not that make it accessible to ril implementations anyway? Or is this expected to be used outside of the context of rild?
",Will not that make it accessible to ril implementations anyway?,request for confirmation
PDtoK8yg,242,"Why should this file be in a separate library?
Should rild itself have need to use the functions here, it'll have to link to the library. Will not that make it accessible to ril implementations anyway? Or is this expected to be used outside of the context of rild?
",Or is this expected to be used outside of the context of rild?,hypothetical scenario
d3189b2e_5bf8fba9,243,"testNanoRepeatedPackedSerializedSize its not Memoized?
",testNanoRepeatedPackedSerializedSize its not Memoized?,request for confirmation
def0a8a0_f1e9a2ca,244,"Would ""sort -n"" work?
","Would ""sort -n"" work?",suggestion
5ed03988_9405216e,245,"Is this necessary? Can it move to DefaultSSLContextImpl?
",Is this necessary?,request for rationale
5ed03988_9405216e,246,"Is this necessary? Can it move to DefaultSSLContextImpl?
",Can it move to DefaultSSLContextImpl?,suggestion
1cf89137_7f164233,247,"As we discussed in an in-person discussion, without a checkpoint, there's a chance that GC may miss a write if the order of actions is:

1. mutator dirties the card (write barrier)
2. GC ages the card (the above ProcessCards call)
3. GC scans the object (the RecursiveMarkDirtyObjects call below)
4. mutator writes the value (corresponding to the write barrier in 1.)

(GC in 3. may miss the write in 4.)

But by having a checkpoint we can force GC (3.) to see 1. and 4. as we will have

1. mutator dirties the card (write barrier)
2. GC ages the card (the above ProcessCards call)
3. mutator writes the value (corresponding to the write barrier in 1.)
4. Checkpoint (the MarkThreadRoots call)
5. GC scans the object (the RecursiveMarkDirtyObjects call below)

where 5. won't miss the write in 3. This is because a checkpoint can't happen between 1. and 3.

Also, Mathieu says that, independent of the above issue, rescanning roots here will help reduce the pause time (which indicates there are some white/new objects reachable from the roots.)

How about leaving a bit longer comment about this?
",How about leaving a bit longer comment about this?,request for action
7f3504d1_99cc7c4a,248,"why only do this for a cursor of type NowPlayingCursor, but not for other types?
","why only do this for a cursor of type NowPlayingCursor, but not for other types?",request for rationale
c51d3f5e_f4e8388c,249,"Just curious: what is the distinction between syncFailed vs syncEnded. It seems to me that you need to display errors only from syncFailed and not from syncEnded? Is the intention to show warnings even on successful import?
",It seems to me that you need to display errors only from syncFailed and not from syncEnded?,request for confirmation
c51d3f5e_f4e8388c,250,"Just curious: what is the distinction between syncFailed vs syncEnded. It seems to me that you need to display errors only from syncFailed and not from syncEnded? Is the intention to show warnings even on successful import?
",Is the intention to show warnings even on successful import?,request for information
f94bcf71_0ef4cc39,251,"nit: this sort of implies that postForkCommon comes after postForkChild? can we make this clearer?
",can we make this clearer?,suggestion
aa26584d_dcbf01ef,252,"Is ""const bool Gen64Bit() { return gen64bit_; }"" will be better for this place?
","Is ""const bool Gen64Bit() { return gen64bit_; }"" will be better for this place?",suggestion
8a999485_556b1e70,253,"what if you see a sequence like c2 20 split across two calls?
",what if you see a sequence like c2 20 split across two calls?,hypothetical scenario
04df5d24_a87f9482,254,"use the __BIONIC_FORTIFY* stuff in cdefs.h?
",use the __BIONIC_FORTIFY* stuff in cdefs.h?,suggestion
1980a8c3_25c3f8d1,255,"Embed in the stack map then?
",Embed in the stack map then?,suggestion
1980a8c3_71a44f5b,256,"wtf?

you _really_ want reflection here.
",wtf?,anger
1980a8c3_592147bc,257,"Can you format this comment better to help readability?
",Can you format this comment better to help readability?,request for action
f389353b_369cde19,258,"What's happening here?
",What's happening here?,request for clarification
101de04d_6c436f08,259,"Can you file a bug and/or add the bug number here?
",Can you file a bug and/or add the bug number here?,request for action
3ae9e3cf_221f2a85,260,"Use a constant?
",Use a constant?,suggestion
9fb3a1f9_8b9f3dbf,261,"Why do you need the explicit ""java.net"" here?
","Why do you need the explicit ""java.net"" here?",request for rationale
44eebec7_ed81c58c,262,"Yes, I'm also unhappy with it. Basically, if the exepectation of a test is not Expectation.SUCCESS we know it has been created based on an entry in an expectation file (that CTS will disregard).

The context is that if there is an entry in a file, and its expectation does not match the outcome, we should make this a warning.

Should I add a boolean entry (from a file or not) to the Expectation class?
",Should I add a boolean entry (from a file or not) to the Expectation class?,request for confirmation
4e733d24_08c347cd,263,"Is the intent that we do not bother to shrink the mem map for the bitmap, correct?
","Is the intent that we do not bother to shrink the mem map for the bitmap, correct?",request for confirmation
7642a1dd_7f6b4f88,264,"const?
",const?,suggestion
cb69dfa3_ff7b97e1,265,"This doesn't seem portable, as, e.g., XMM register are 8 bytes on x86 and core registers are 4 bytes.

In any case, why can't we just write the 64bits value to the register?
","In any case, why can't we just write the 64bits value to the register?",request for rationale
63caea3a_947b0aba,266,"const? (otherwise make it a pointer).
",const?,suggestion
63caea3a_34cb36f1,267,"But these methods are called quite frequently, so adding these might have a non-negligible effect on compile time. If you want to keep it like this, could you first check what the difference is with Golem?
","If you want to keep it like this, could you first check what the difference is with Golem?",request for action
636d8ab3_68726711,268,"Why does this need to be a first-class concept? Is it different from just having two bindings, one one way and one the other?
",Why does this need to be a first-class concept?,request for rationale
636d8ab3_68726711,269,"Why does this need to be a first-class concept? Is it different from just having two bindings, one one way and one the other?
","Is it different from just having two bindings, one one way and one the other?",request for confirmation
6d83be1d_be3271f5,270,"Why are these all blank definitions? Wouldn't it be easier if the original visitor had blank definitions?
",Why are these all blank definitions?,request for rationale
6d83be1d_be3271f5,271,"Why are these all blank definitions? Wouldn't it be easier if the original visitor had blank definitions?
",Wouldn't it be easier if the original visitor had blank definitions?,suggestion
04806112_90ecba05,272,"Shouldn't you change this instead?
",Shouldn't you change this instead?,suggestion
6e4d7d85_f48ca6be,273,"why not mkdir -p ?
",why not mkdir -p ?,suggestion
f69a3588_c42630ef,274,"Keep the previous comment?
",Keep the previous comment?,suggestion
99784a71_8a4b3bee,275,"I don't immediately understand why this is safe.  Doesn't another thread subsequently reading this field expect the copied object to be initialized?  How is the copied data made visible to the other thread?  I would have expected release semantics here, and probably below.
",Doesn't another thread subsequently reading this field expect the copied object to be initialized?,request for confirmation
99784a71_8a4b3bee,276,"I don't immediately understand why this is safe.  Doesn't another thread subsequently reading this field expect the copied object to be initialized?  How is the copied data made visible to the other thread?  I would have expected release semantics here, and probably below.
",How is the copied data made visible to the other thread?,request for information
4768b202_46089207,277,"Does this need an update? Why was the change necessary if it's unreachable?
",Does this need an update?,request for confirmation
4768b202_46089207,278,"Does this need an update? Why was the change necessary if it's unreachable?
",Why was the change necessary if it's unreachable?,request for rationale
07495aa4_4e3d569a,279,"hmm, doesn't the buses need to be initiated before passing into manager adaptor? In current implementation, manager adaptor is being initialized with null adaptor/proxy bus.  I guess this doesn't cause any problem right now, since they are not actually being used.

I think it is a good idea to pass in valid mock buses to the adaptor instead of nullptr. I think you can just initialize the bus in the initialization list with empty bus option:

adaptor_bus_(new MockBus(dbus::Bus::Options())),
proxy_bus_(new MockBus(dbus::Bus::Options())),
","hmm, doesn't the buses need to be initiated before passing into manager adaptor?",request for confirmation
f49a3677_52fdf4cf,280,"static function variable that captures |this|? That's a bold strategy...
IMO a nonstatic lambda would be way better here: it's a simple struct with one member to capture this, so it's very lightweigth to construct as opposed to bind()
",static function variable that captures |this|?,criticism
71c9f878_9da784ca,281,"at this point are we better off without StringPrintf?

  path_holder = dst_path;
  if (path_holder.back() != '/') path_holder.push_back('/');
  path_holder += adb_basename(src_path);
",at this point are we better off without StringPrintf?,suggestion
c2981592_eb38e1b8,282,"and if it's greater, should we just set it to max instead of ignoring?
","and if it's greater, should we just set it to max instead of ignoring?",suggestion
e2b0b90b_e42a4b74,283,"Is this line to be removed?
",Is this line to be removed?,discarded
2ea720d3_f440ab34,284,"delete?
",delete?,suggestion
bcb0b30a_9bb64b94,285,"What about your comment on simulatePhi, is it ok ?
","What about your comment on simulatePhi, is it ok ?",request for confirmation
00c6bb30_584f1254,286,"why not an unordered_map< Name -> Service > ?
",why not an unordered_map< Name -> Service > ?,suggestion
36b797b7_c7047e25,287,"What's that?
",What's that?,request for clarification
bcffef6a_c8de68c4,288,"this ! arm_arch_5te  test is somewhat redundant given the test on line 168.

should this one test only for arm?  we seem to have done all of our arm (32-bit) variants above this point, so is this intended to be the ""generic arm"" setting.
",should this one test only for arm?,suggestion
30615fbc_57ab8c76,289,"why need to set it unbootable here?

i.e. cannot quite understand why priority and successful needs to be clear here. (it's ok to set tries_remaining to 0 if successful_boot is already 1 though).
",why need to set it unbootable here?,request for rationale
6642464e_0f43a55e,290,"Is this removal intentional?
",Is this removal intentional?,request for confirmation
86b57a46_9317fe68,291,"what is in here?
",what is in here?,request for information
cbc21b71_63a6309a,292,"free does not affect errno, what was I thinking?
","free does not affect errno, what was I thinking?",anger
701e80a7_c884af2d,293,"what's the return value here?
",what's the return value here?,request for information
502fbc70_0a0adb8b,294,"Is there any reason this is an rvalue? I think this would work the same way (and would be clearer) if this was a regular vector variable.
",Is there any reason this is an rvalue?,request for rationale
AAAA9n%2F%2F%2Fso%3D,295,"License comment?
",License comment?,request for action
AAAA%2B3%2F%2F4qk%3D,296,"can we go with ABI everywhere? ""abi.name"" or something?

It's a bit confusing to have ""processor"" in some places and ""abi"" in others

Also we usually (when possible) give the constant the same name so that we don't have to remember both. so AVD_INI_ABI_TYPE sounds good enough to me that we should use ""abi.type""
",can we go with ABI everywhere?,suggestion
9f6c7849_c33bd6e3,297,"Why is this not a uint8_t or int8_t? Its values only go from -1 to 2.
",Why is this not a uint8_t or int8_t?,suggestion
NpBMqPpI,298,"When would prop set fail and then later succeed?

If never, then remove the prop_node in all cases.
",When would prop set fail and then later succeed?,request for information
AAAL%2FX%2F%2F%2B1I%3D,299,"Why is this not initialized here?
",Why is this not initialized here?,surprise
SjhSMVLg,300,"Is request cloning still necessary?
",Is request cloning still necessary?,request for confirmation
8aba749a_4062a71e,301,"What's all this?
",What's all this?,anger
0a3da49e_bd458b7b,302,"There has been some interest in adding a instruction-set-features flag as well, and in the future we might want to add other flags. Is a free-form string (mDexOptFlags) really the best way to represent this ?
",Is a free-form string (mDexOptFlags) really the best way to represent this ?,criticism
bf469c40_126e8c41,303,"Which name do you suggest?
",Which name do you suggest?,request for opinion
44a315b3_16f6fc73,304,"Do we need two timings here?
",Do we need two timings here?,discarded
d9045004_462d0317,305,"What you did seems right, but then this means the code above was clearly wrong. I wonder how it could have worked. Do you know whether the code was never called for ARM, x86 or did it just work by accident?

Concerning how we fix the issue, I don't have a strong opinion on this. Using different flavours of registers (GP/FP) may slightly complicate the code (in the original C++ implementation and above) without a clear benefit apart from being slightly cleaner. The way you did it looks acceptable to me.
","Do you know whether the code was never called for ARM, x86 or did it just work by accident?",request for information
d3b431fe_7cdff923,306,"What does not having a rescope timeout mean? Did I define that? What should it mean?
",What does not having a rescope timeout mean?,request for clarification
d3b431fe_7cdff923,307,"What does not having a rescope timeout mean? Did I define that? What should it mean?
",Did I define that?,rhetorical question
d3b431fe_7cdff923,308,"What does not having a rescope timeout mean? Did I define that? What should it mean?
",What should it mean?,request for clarification
90d1cfe4_61e3406a,309,"I fail to see the difference between a ""kind"" and a ""type"".   Perhaps you should state it more clearly in the definition of `KindEquals()' in `compiler/optimizing/nodes.cc'.  In particular, what's the difference between `!KindEquals(other)' and `GetType() != other->GetType()'?
","In particular, what's the difference between `!KindEquals(other)' and `GetType() != other->GetType()'?",request for information
30b3c3fb_9d4063be,310,"variable_info? That's quite misleading for a placeholder name. How about __reserved?
",How about __reserved?,suggestion
b00894ac_71116a73,311,"should you be setting error html at all if there isn't any error?
",should you be setting error html at all if there isn't any error?,suggestion
1a025ff8_bed4d5f8,312,"is this true? that seems mildly surprising. did you run the tests against glibc too?
",is this true?,surprise
1a025ff8_bed4d5f8,313,"is this true? that seems mildly surprising. did you run the tests against glibc too?
",did you run the tests against glibc too?,request for information
